		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000001001   27   25   24   27   21   22   20   21  2.637514 0.955010 SUCCESS   4
000001011   26   20   26   25   23   20   27   26  2.350214 0.968350 SUCCESS   5
000001101   30   30   37   35   30   26   25   32 18.049727 0.020857 SUCCESS   6
000001111   18   18   24   20   19   20   28   22  7.142948 0.521291 SUCCESS   7
000010001   26   21   29   13   25   25   25   19  8.280229 0.406586 SUCCESS   8
000010011   24   34   37   22   26   29   27   26 12.285207 0.138925 SUCCESS   9
000010101   23   15   35   17   25   24   18   24 12.669156 0.123751 SUCCESS  10
000010111   26   18   27   20   29   22   22   22  4.577776 0.801602 SUCCESS  11
000011001   32   16   27   24   13   19   20   16 16.276945 0.038583 SUCCESS  12
000011011   29   25   40   32   28   19   13   40 31.274098 0.000126 FAILURE  13
000011101   22   18   27   20   13   25   25   24  8.626445 0.374781 SUCCESS  14
000011111   16   21   22   24   19   19   25   29  7.109849 0.524829 SUCCESS  15
000100011   24   18   29   20   28   22   21   14  9.321524 0.315903 SUCCESS  16
000100101   24   30   23   24   31   31   22   29  6.259205 0.618222 SUCCESS  17
000100111   27   36   34   22   29   19   26   28 12.928652 0.114328 SUCCESS  18
000101001   21   26   26   22   35   26   22   18  7.798970 0.453350 SUCCESS  19
000101011   25   19   34   23   34   18   15   19 15.855926 0.044489 SUCCESS  20
000101101   26   26   25   30   27   26   27   32  4.692299 0.789900 SUCCESS  21
000101111   23   18   21   26   23   30   21   15  8.059128 0.427716 SUCCESS  22
000110011   28   17   28   19   21   23   23   19  6.542533 0.586694 SUCCESS  23
000110101   25   29   25   22   22   33   29   21  5.936159 0.654383 SUCCESS  24
000110111   26   27   36   31   30   22   22   30 11.090334 0.196633 SUCCESS  25
000111001   15   30   27   24   24   31   29   22  8.359005 0.399210 SUCCESS  26
000111011   22   22   25   25   27   29   23   21  2.274087 0.971435 SUCCESS  27
000111101   23   24   22   25   28   19   20   30  4.281872 0.830839 SUCCESS  28
000111111   18   25   26   25   18   12   29   24 11.024798 0.200298 SUCCESS  29
001000011   26   21   26   30   31   23   24   28  4.521508 0.807277 SUCCESS  30
001000101   25   28   21   27   25   31   30   18  6.266487 0.617409 SUCCESS  31
001000111   23   30   22   21   26   22   24   23  2.587203 0.957540 SUCCESS  32
001001011   28   28   14   22   30   29   25   27  8.452344 0.390575 SUCCESS  33
001001101   27   24   19   28   20   28   23   26  3.638427 0.888185 SUCCESS  34
001001111   22   30   29   24   23   26   31   27  4.801526 0.778563 SUCCESS  35
001010011   25   26   24   26   37   27   21   21  8.232567 0.411088 SUCCESS  36
001010101   29   25   21   23   26   30   30   24  4.258702 0.833061 SUCCESS  37
001010111   32   18   29   24   37   18   10   21 22.821278 0.003601 FAILURE  38
001011011   19   20   17   23   23   18   27   25  6.575632 0.583031 SUCCESS  39
001011101   32   21   14   25   32   25   26   21 10.595173 0.225709 SUCCESS  40
001011111   26   23   28   24   19   30   23   20  4.214350 0.837285 SUCCESS  41
001100101   20   22   25   22   27   16   21   20  5.906370 0.657719 SUCCESS  42
001100111   25   19   26   22   25   22   25   23  1.959646 0.982224 SUCCESS  43
001101011   28   27   16   23   15   35   25   23 12.509618 0.129873 SUCCESS  44
001101101   33   19   29   31   21   22   23   28  8.478161 0.388208 SUCCESS  45
001101111   18   29   30   27   29   26   27   30  6.869551 0.550771 SUCCESS  46
001110101   27   32   26   19   19   16   33   36 17.138181 0.028702 SUCCESS  47
001110111   25   23   25   26   24   23   22   21  1.044790 0.997949 SUCCESS  48
001111011   28   23   24   26   26   26   18   29  3.596722 0.891555 SUCCESS  49
001111101   16   29   19   30   21   29   29   31 10.579285 0.226695 SUCCESS  50
001111111   24   22   32   22   29   13   29   28 10.790457 0.213857 SUCCESS  51
010000011   19   29   21   30   22   22   31   21  6.773563 0.561249 SUCCESS  52
010000111   21   20   23   31   27   24   21   31  5.867313 0.662092 SUCCESS  53
010001011   22   21   18   17   19   27   37   29 13.932875 0.083532 SUCCESS  54
010001111   16   27   22   19   24   22   21   37 12.220995 0.141613 SUCCESS  55
010010011   23   17   29   27   21   24   29   23  5.061684 0.750963 SUCCESS  56
010010111   32   28   28   32   30   29   25   25  8.252426 0.409209 SUCCESS  57
010011011   28   23   16   26   22   30   23   23  5.468139 0.706567 SUCCESS  58
010011111   25   33   32   22   31   21   27   30  9.793515 0.279819 SUCCESS  59
010100011   20   29   28   30   19   25   28   25  5.410547 0.712929 SUCCESS  60
010100111   21   30   33   20   34   30   28   24 11.564311 0.171727 SUCCESS  61
010101011   19   32   24   17   24   23   24   26  6.213529 0.623327 SUCCESS  62
010101111   34   23   25   29   27   21   14   21 10.747428 0.216425 SUCCESS  63
010110011   22   27   22   18   19   24   23   18  5.567436 0.695558 SUCCESS  64
010110111   18   23   20   18   17   15   19   26 11.776145 0.161475 SUCCESS  65
010111011   22   23   19   22   30   22   23   25  3.476242 0.901026 SUCCESS  66
010111111   33   23   26   27   22   22   18   25  5.850102 0.664018 SUCCESS  67
011000111   22   25   23   34   32   23   23   29  7.758589 0.457400 SUCCESS  68
011001111   27   23   23   24   24   24   28   28  1.571726 0.991452 SUCCESS  69
011010111   21   17   18   22   26   31   29   23  7.721519 0.461135 SUCCESS  70
011011111   15   30   24   19   31   20   25   34 12.900187 0.115330 SUCCESS  71
011101111   22   25   22   20   22   22   27   25  2.111902 0.977388 SUCCESS  72
011111111   27   25   30   20   16   12   29   25 12.864440 0.116600 SUCCESS  73
100000000   23   25   24   20   25   32   27   19  4.909428 0.767211 SUCCESS  74
100010000   25   25   28   24   29   30   16   24  5.808397 0.668684 SUCCESS  75
100100000   30   27   24   31   20   19   23   22  5.850102 0.664018 SUCCESS  76
100101000   27   29   25   23   18   25   28   27  3.868134 0.868820 SUCCESS  77
100110000   23   25   29   10   23   36   36   23 21.349035 0.006276 FAILURE  78
100111000   22   32   20   28   26   27   18   24  6.197641 0.625104 SUCCESS  79
101000000   16   24   31   21   28   16   26   17 11.296209 0.185474 SUCCESS  80
101000100   20   22   23   23   33   29   29   31  8.004184 0.433062 SUCCESS  81
101001000   32   33   32   35   33   24   19   22 17.412241 0.026092 SUCCESS  82
101001100   20   19   25   25   35   17   25   16 12.169361 0.143806 SUCCESS  83
101010000   28   22   29   18   29   20   28   31  7.537488 0.479900 SUCCESS  84
101010100   25   19   21   28   25   23   25   31  4.248773 0.834010 SUCCESS  85
101011000   29   25   23   30   25   20   33   25  6.309516 0.612605 SUCCESS  86
101011100   20   21   28   18   30   26   22   25  5.290067 0.726171 SUCCESS  87
101100000   32   20   31   22   19   37   28   21 14.359190 0.072870 SUCCESS  88
101100100   19   34   18   24   19   30   23   25  9.543949 0.298503 SUCCESS  89
101101000   27   21   18   24   22   21   32   26  5.807073 0.668832 SUCCESS  90
101101100   25   19   28   25   26   24   21   21  2.908925 0.939942 SUCCESS  91
101110000   21   19   24   16   22   30   23   20  7.194583 0.515792 SUCCESS  92
101110100   31   20   20   35   29   26   25   21  9.757768 0.282441 SUCCESS  93
101111000   26   25   27   29   23   19   22   19  4.103799 0.847639 SUCCESS  94
101111100   20   18   24   22   29   28   29   22  5.392012 0.714973 SUCCESS  95
110000000   29   21   19   18   23   33   25   24  7.595080 0.473988 SUCCESS  96
110000010   21   19   27   21   22   22   32   18  7.170089 0.518398 SUCCESS  97
110000100   20   30   23   26   20   28   32   18  7.892309 0.444060 SUCCESS  98
110001000   23   25   23   21   22   24   19   19  3.390185 0.907543 SUCCESS  99
110001010   27   23   31   22   34   20   30   21  9.003773 0.341978 SUCCESS 100
110010000   28   23   20   26   20   27   23   27  3.036688 0.932034 SUCCESS 101
110010010   24   32   25   19   26   30   33   28  8.827025 0.357098 SUCCESS 102
110010100   26   30   22   30   24   19   22   19  5.730945 0.677341 SUCCESS 103
110011000   22   29   26   15   16   37   34   19 19.848326 0.010925 SUCCESS 104
110011010   21   19   26   24   22   24   18   24  3.831063 0.872035 SUCCESS 105
110100000   12   19   26   27   28   18   26   22 10.779203 0.214526 SUCCESS 106
110100010   19   21   24   26   26   28   28   24  3.053899 0.930930 SUCCESS 107
110100100   33   21   29   32   24   30   23   26  8.496697 0.386513 SUCCESS 108
110101000   28   26   27   26   35   29   23   33  9.929883 0.269982 SUCCESS 109
110101010   15   26   24   22   23   16   19   33 11.541804 0.172848 SUCCESS 110
110101100   28   25   22   27   16   26   28   26  4.850512 0.773428 SUCCESS 111
110110000   24   26   26   28   18   29   28   18  5.689241 0.681996 SUCCESS 112
110110010   17   26   21   17   15   18   17   21 13.521124 0.095133 SUCCESS 113
110110100   31   23   21   23   20   24   31   20  5.993751 0.647932 SUCCESS 114
110111000   29   27   30   20   23   26   24   32  5.979188 0.649563 SUCCESS 115
110111010   28   17   27   40   28   24   25   21 14.528657 0.068985 SUCCESS 116
110111100   23   23   22   23   18   21   26   28  3.374297 0.908724 SUCCESS 117
111000000   22   18   16   20   24   17   19   36 15.048973 0.058200 SUCCESS 118
111000010   14   27   26   26   26   28   26   15  9.594259 0.294666 SUCCESS 119
111000100   18   28   26   26   27   27   24   28  3.631145 0.888777 SUCCESS 120
111000110   27   25   29   24   26   20   27   27  2.707684 0.951343 SUCCESS 121
111001000   23   24   22   28   27   26   20   22  2.341609 0.968708 SUCCESS 122
111001010   24   31   18   23   29   20   18   23  7.204512 0.514737 SUCCESS 123
111001100   24   38   27   18   20   30   32   29 15.360103 0.052510 SUCCESS 124
111010000   14   20   31   29   23   20   18   34 14.686870 0.065528 SUCCESS 125
111010010   37   23   21   31   25   37   26   23 16.080999 0.041235 SUCCESS 126
111010100   30   29   29   27   24   32   23   30  7.277330 0.507028 SUCCESS 127
111010110   33   19   18   22   21   20   31   23  9.585654 0.295319 SUCCESS 128
111011000   27   24   33   29   26   29   29   27  6.514729 0.589774 SUCCESS 129
111011010   22   27   18   24   21   21   27   19  4.771737 0.781671 SUCCESS 130
111011100   27   28   24   24   23   21   26   33  4.665158 0.792691 SUCCESS 131
111100000   27   19   26   25   21   18   23   21  4.441409 0.815266 SUCCESS 132
111100010   17   22   28   22   30   27   31   25  6.833804 0.554666 SUCCESS 133
111100100   25   27   21   29   28   27   21   25  3.029406 0.932499 SUCCESS 134
111100110   28   29   19   18   23   23   36   20 11.103573 0.195899 SUCCESS 135
111101000   13   22   26   22   33   27   19   33 13.891170 0.084646 SUCCESS 136
111101010   19   32   28   24   27   33   24   29  8.564219 0.380379 SUCCESS 137
111101100   21   23   28   35   20   24   27   31  8.842912 0.355721 SUCCESS 138
111101110   28   24   25   23   19   29   31   33  7.767195 0.456535 SUCCESS 139
111110000   20   18   30   23   20   18   20   17  9.659133 0.289770 SUCCESS 140
111110010   27   29   23   26   27   19   18   28  5.180840 0.738084 SUCCESS 141
111110100   19   16   24   19   22   25   18   24  7.464670 0.487425 SUCCESS 142
111110110   14   33   22   31   21   17   29   30 14.840449 0.062323 SUCCESS 143
111111000   26   28   33   20   32   14   20   22 12.704902 0.122414 SUCCESS 144
111111010   18   13   30   23   18   27   23   27 11.042009 0.199330 SUCCESS 145
111111100   33   28   25   18   33   12   26   27 15.476612 0.050514 SUCCESS 146
111111110   27   25   30   21   16   12   29   25 12.534112 0.128917 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   28   30   31   27   29   21   15   23  9.223551 0.323790 SUCCESS   0
000000011   28   27   27   25   29   23   22   24  2.368750 0.967571 SUCCESS   1
000000101   24   25   26   23   33   25   26   19  4.706863 0.788398 SUCCESS   2
000000111   22   24   22   17   25   19   32   25  6.526645 0.588454 SUCCESS   3
000001001   25   27   16   30   26   17   16   25 10.051025 0.261463 SUCCESS   4
000001011   31   23   29   25   35   26   22   19  9.190452 0.326485 SUCCESS   5
000001101   29   26   36   26   27   23   27   21  7.962479 0.437144 SUCCESS   6
000001111   23   29   27   27   18   23   36   20  9.892812 0.272630 SUCCESS   7
000010001   22   29   25   22   38   26   21   30 11.165137 0.192517 SUCCESS   8
000010011   24   28   14   22   25   27   24   20  6.509434 0.590361 SUCCESS   9
000010101   22   29   25   25   17   26   27   34  7.791688 0.454079 SUCCESS  10
000010111   30   21   29   19   30   23   24   27  5.656142 0.685686 SUCCESS  11
000011001   27   25   33   33   28   28   25   26  7.794336 0.453814 SUCCESS  12
000011011   37   21   30   25   24   17   26   23 11.079080 0.197259 SUCCESS  13
000011101   30   18   21   26   11   19   30   32 16.279593 0.038549 SUCCESS  14
000011111   24   24   34   25   20   15   38   22 16.578146 0.034814 SUCCESS  15
000100011   23   22   24   23   31   23   16   27  5.620395 0.689668 SUCCESS  16
000100101   24   29   20   31   29   22   19   28  6.494870 0.591977 SUCCESS  17
000100111   26   19   20   20   29   28   19   21  6.153288 0.630066 SUCCESS  18
000101001   19   25   23   30   26   32   24   25  5.241080 0.731526 SUCCESS  19
000101011   22   28   23   29   27   20   25   30  4.224279 0.836342 SUCCESS  20
000101101   24   20   20   24   23   31   25   16  6.585561 0.581934 SUCCESS  21
000101111   35   18   29   15   23   29   25   28 12.680409 0.123329 SUCCESS  22
000110011   22   19   33   31   22   27   19   29  9.121606 0.332142 SUCCESS  23
000110101   29   27   22   24   30   24   27   21  3.546412 0.895558 SUCCESS  24
000110111   30   25   25   25   23   25   21   19  3.197549 0.921355 SUCCESS  25
000111001   19   27   16   20   22   18   21   22  8.040593 0.429515 SUCCESS  26
000111011   25   23   22   19   19   13   27   37 15.330314 0.053032 SUCCESS  27
000111101   31   33   19   30   26   28   14   23 12.867088 0.116505 SUCCESS  28
000111111   23   19   36   21   21   26   32   24 10.562074 0.227768 SUCCESS  29
001000011   26   17   21   21   23   20   24   21  4.804836 0.778217 SUCCESS  30
001000101   24   22   23   25   28   28   26   33  4.690975 0.790037 SUCCESS  31
001000111   24   26   23   23   28   23   22   24  1.163947 0.996985 SUCCESS  32
001001011   24   29   18   24   24   22   23   26  3.086998 0.928780 SUCCESS  33
001001101   16   28   20   25   23   18   22   27  6.720605 0.567055 SUCCESS  34
001001111   23   20   21   20   31   35   21   28  9.858389 0.275106 SUCCESS  35
001010011   23   22   27   27   24   25   17   25  3.256465 0.917247 SUCCESS  36
001010101   20   26   24   32   34   30   27   29  9.802121 0.279190 SUCCESS  37
001010111   20   37   21   31   22   23   32   28 13.207345 0.104912 SUCCESS  38
001011011   22   25   25   21   29   31   25   24  3.529200 0.896912 SUCCESS  39
001011101   21   25   25   39   22   25   26   24  9.927235 0.270170 SUCCESS  40
001011111   27   22   23   25   23   22   19   23  2.272763 0.971487 SUCCESS  41
001100101   22   26   26   30   23   30   19   22  4.681045 0.791059 SUCCESS  42
001100111   21   20   20   31   25   21   22   29  5.620395 0.689668 SUCCESS  43
001101011   28   35   28   36   30   20   24   20 14.538587 0.068763 SUCCESS  44
001101101   35   21   26   19   27   30   28   26  8.868730 0.353491 SUCCESS  45
001101111   31   24   22   30   25   30   21   24  5.266897 0.728706 SUCCESS  46
001110101   37   31   25   19   16   21   29   24 14.205611 0.076561 SUCCESS  47
001110111   28   27   24   27   25   19   24   27  2.673261 0.953162 SUCCESS  48
001111011   22   27   18   24   30   25   22   27  4.146828 0.843639 SUCCESS  49
001111101   15   25   23   26   25   14   16   18 13.268247 0.102947 SUCCESS  50
001111111   22   23   29   22   34   32   26   23  8.012790 0.432222 SUCCESS  51
010000011   24   22   26   28   19   24   36   25  7.867816 0.446488 SUCCESS  52
010000111   25   19   21   21   20   18   24   21  5.278813 0.727403 SUCCESS  53
010001011   25   20   22   17   19   29   22   33  8.907786 0.350135 SUCCESS  54
010001111   25   25   30   33   20   23   14   19 11.212800 0.189931 SUCCESS  55
010010011   16   22   20   24   22   24   24   23  4.398380 0.819512 SUCCESS  56
010010111   22   35   23   30   31   21   20   20 10.392607 0.238544 SUCCESS  57
010011011   24   30   16   21   22   21   29   27  6.730535 0.565965 SUCCESS  58
010011111   22   22   24   26   30   25   26   25  2.071521 0.978740 SUCCESS  59
010100011   37   20   23   32   19   20   25   25 12.163403 0.144061 SUCCESS  60
010100111   23   31   23   22   26   26   19   26  3.816500 0.873288 SUCCESS  61
010101011   17   22   28   32   31   23   22   33 10.867909 0.209297 SUCCESS  62
010101111   25   30   25   36   27   26   15   19 12.434815 0.132832 SUCCESS  63
010110011   23   30   17   27   27   20   25   24  5.146417 0.741818 SUCCESS  64
010110111   26   24   30   26   25   30   21   25  3.402762 0.906604 SUCCESS  65
010111011   20   26   27   35   17   26   39   24 17.444016 0.025804 SUCCESS  66
010111111   22   26   26   28   26   23   14   21  6.272445 0.616743 SUCCESS  67
011000111   28   22   33   20   21   27   14   30 11.433901 0.178305 SUCCESS  68
011001111   23   25   21   24   24   21   24   26  1.205651 0.996586 SUCCESS  69
011010111   30   21   29   34   25   19   21   23  8.443739 0.391367 SUCCESS  70
011011111   25   25   17   26   26   31   21   19  6.137401 0.631844 SUCCESS  71
011101111   24   20   26   27   19   15   29   20  7.915479 0.441770 SUCCESS  72
011111111   26   19   23   23   33   28   23   24  5.282785 0.726968 SUCCESS  73
100000000   28   30   31   27   29   21   15   23  9.223551 0.323790 SUCCESS  74
100010000   27   21   31   28   21   21   27   24  4.444057 0.815004 SUCCESS  75
100100000   20   21   25   24   30   22   30   22  4.477156 0.811714 SUCCESS  76
100101000   27   13   21   27   16   19   23   22 11.116813 0.195168 SUCCESS  77
100110000   31   28   31   31   26   29   24   26  7.209808 0.514175 SUCCESS  78
100111000   23   26   26   21   28   23   23   24  1.511486 0.992515 SUCCESS  79
101000000   25   24   20   19   19   26   28   22  4.213026 0.837410 SUCCESS  80
101000100   23   19   27   23   24   30   21   15  7.254823 0.509405 SUCCESS  81
101001000   25   24   15   26   23   32   34   24 10.316479 0.243512 SUCCESS  82
101001100   25   26   29   21   25   25   20   26  2.469371 0.963144 SUCCESS  83
101010000   25   29   17   17   21   26   21   25  6.653083 0.574482 SUCCESS  84
101010100   23   31   22   16   30   27   27   18  8.798560 0.359573 SUCCESS  85
101011000   30   26   29   22   33   22   22   36 11.903245 0.155573 SUCCESS  86
101011100   22   15   20   25   38   20   26   32 16.035323 0.041877 SUCCESS  87
101100000   25   21   29   22   28   20   33   25  6.164542 0.628807 SUCCESS  88
